,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,홍석천식메카,근원을 삼킨 자동권총,리버시블 레더 코트,엔트 정령의 어깨,딥 다이버 팬츠,엔트 정령의 신발,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,WooLong,근원을 삼킨 도,하이테크 전술지휘 아머,아픔을 감싸는 위엄,깨지지 않는 빛바랜 신념,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,피어오르는 광기,눈물이 스민 보석,천계 연합군 : 밝게 빛나는 희망
0,신선한딸기,근원을 삼킨 머스켓,블루 베릴 아머,아픔을 감싸는 위엄,엔트 정령의 하의,내딛는 용기,마땅한 본분,아토믹 코어 네클레스,흑화의 구속 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,천계 연합군 : 밝게 빛나는 희망
0,어차피아디바,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,금댕,결전의 대검 - 데몬슬레이어,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,스노든^,근원을 삼킨 핸드캐넌,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,핏빛속백합,근원을 삼킨 대검,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,숲속의 마녀 바구니,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,둡비둡바,근원을 삼킨 광검,탐험가의 노련한 코트,헥타곤 임펄스 브릭,깨지지 않는 빛바랜 신념,과거를 뒤로 한 전진,마땅한 본분,아토믹 코어 네클레스,흑화의 구속 팔찌,에너지 서치 링,죽음을 부르는 관,저주받은 마음,결전의 광검 - 베가본드,천계 연합군 : 밝게 빛나는 희망
0,딜링한척함,근원을 삼킨 봉,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,별을 담는 벨트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,Nhen_Necros,근원을 삼킨 완드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,자두끝,근원을 삼킨 광창,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,뒤에서시킴,결전의 십자가 - 크루세이더(남),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,뽕샘,근원을 삼킨 빗자루,블루 베릴 아머,빛을 잃은 진실,굳건한 믿음,과거를 뒤로 한 전진,파괴된 신념,아토믹 코어 네클레스,흑화의 구속 팔찌,핏빛의 결정 반지,딥 다이버 오리발,블루 베릴 젬스톤,들이치는 희미한 탄식,흑룡 : 끝없는 암흑의 굴레
0,블레:P,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,금룡 : 무한한 빛의 결계
0,SpeciallistM,근원을 삼킨 코어 블레이드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,블루 베릴 젬스톤,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,휸4,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,武人김갑환,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,교주판비어,근원을 삼킨 십자가,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,죽음을 부르는 관,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,565626,결전의 대검 - 데몬슬레이어,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,잊혀진 기록,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,마지막레인저,결전의 리볼버 - 레인저(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,쿨링 서포트 벨트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,화룡 : 타오르는 불의 분노
0,자갈.Ⅹ,근원을 삼킨 빗자루,숲속의 마녀 상의,아픔을 감싸는 위엄,로보티카 컴뱃 팬츠,움직이는 쇠약한 집착,불변의 부유석 벨트,기품의 금빛 장신구,찬란한 금장 팔찌,이동하는 요새,엔트 정령의 성배,피어오르는 광기,엔트 정령의 귀걸이,화룡 : 타오르는 불의 분노
0,땅콩신검,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,근원을 삼킨 광검,흑룡 : 끝없는 암흑의 굴레
0,용축사제,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,평화를 수호하는 윙 레깅스,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,찬란한 금장 팔찌,어댑터블 투톤 링,굴착 강화 파츠,피어오르는 광기,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,미스르리스,결전의 낫 - 미스트리스,흙으로 빚은 자연,피어나는 자연의 삶,로보티카 컴뱃 팬츠,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,찰나를 스치는 흐름,골드 윙 반지,굴착 강화 파츠,어둠을 먹는 심장,하늘에 휘날리는 깃털,금룡 : 무한한 빛의 결계
0,지배의마키님,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,결전의 광검 - 베가본드,천계 연합군 : 밝게 빛나는 희망
0,블붕더트,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,린제노,근원을 삼킨 광창,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,팡팡카파,근원을 삼킨 통파,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,엑셀노동24호,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,금룡 : 무한한 빛의 결계
0,홀리써클,결전의 십자가 - 크루세이더(여),블루 베릴 아머,주체할 수 없는 낡은 규칙,네오 화이트 클래스 팬츠,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,딥 다이버 마스크,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,SD힐안줌,결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,술좀줄이자,근원을 삼킨 장도,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,원터치 스마트 리모콘,꿈같은 환호성,두근거리는 열정,들이치는 희미한 탄식,천계 연합군 : 밝게 빛나는 희망
0,:둣듯,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,고양이밴드,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,냉혹한 현실의 목걸이,골렘의 핵 팔찌,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,SKYLOW,근원을 삼킨 단검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,철분멸치,근원을 삼킨 창,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,파워 네비게이트 팩,고통의 상처,굴착 강화 파츠,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,『Striker.』,결전의 권투글러브 - 스트라이커(남),엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,갓이지,결전의 도 - 다크템플러,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,딥 다이버 마스크,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,얼음별자리,결전의 스태프 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,언비튼 메달,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,리엘스텔라,근원을 삼킨 소검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,주인의 각인,흑룡 : 끝없는 암흑의 굴레
0,씨티장인,결전의 광검 - 베가본드,블루 베릴 아머,빛을 잃은 진실,로보티카 컴뱃 팬츠,하이테크 고기동 강화 부츠,마땅한 본분,아토믹 코어 네클레스,흑화의 구속 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,숨결을 삼킨 용옥,근원을 삼킨 광검,천계 연합군 : 밝게 빛나는 희망
0,[미도],근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,광화흡포버섯,결전의 도 - 버서커,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,흑화의 구속 팔찌,뚜렷해지는 소멸된 사념,굴착 강화 파츠,잿빛의 묘상석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,대머리오징어,근원을 삼킨 소검,블루 베릴 아머,아픔을 감싸는 위엄,엔트 정령의 하의,과거를 뒤로 한 전진,마땅한 본분,고양된 분노의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,주인의 각인,천계 연합군 : 밝게 빛나는 희망
0,넨승수,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,神眞魔기사,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,세라핌닷스,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,익스펜션 서플라이 벨트,잠겨진 영역,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,정의의 기사 가면,언비튼 메달,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,중복개싫어,결전의 십자가 - 크루세이더(여),어릴적 꿈꿔온 무대,화려한 청색의 음율,지치지 않는 여정의 하의,소망을 전하는 편지,음율에 담은 소망,테크놀로지 바디캠 네클리스,오랜 시간 품어온 소원,뚜렷해지는 소멸된 사념,꿈같은 환호성,두근거리는 열정,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,데쿠에옹,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,Sadand`Roze,결전의 리볼버 - 레인저(여),리버시블 레더 코트,매니퓰레이션,깨지지 않는 빛바랜 신념,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,승리가 약속된 시간,배회하는 혼령의 향로,흑룡 : 끝없는 암흑의 굴레
0,베저,근원을 삼킨 낫,엔트 정령의 상의,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,잠겨진 영역,미니어쳐 헤드셋 암릿,골드 윙 반지,옵티컬 컴뱃 글래스,숨결을 삼킨 용옥,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,데빌누나,근원을 삼킨 낫,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,임콩,결전의 도 - 소울브링어,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,반복인,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,악몽을 이겨낸 승전보,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,나락로그,근원을 삼킨 단검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,귀욤홀리노예,결전의 십자가 - 크루세이더(남),블루 베릴 아머,주체할 수 없는 낡은 규칙,로보티카 컴뱃 팬츠,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,포인트 레이더 암릿,어댑터블 투톤 링,숲속의 마녀 바구니,숲속의 마녀 정령석,시각의 관점,
0,우럭향냄새,근원을 삼킨 로드,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,자연에 녹아드는 이슬,황혼의 성단,금룡 : 무한한 빛의 결계
0,인챈서룬,결전의 빗자루 - 인챈트리스,격동하는 마음,주체할 수 없는 낡은 규칙,깨지지 않는 빛바랜 신념,내딛는 용기,쿨링 서포트 벨트,절대감각의 방위구,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,사과의쏘마,근원을 삼킨 대검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,여우인이유.,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,킹갓어썰트,근원을 삼킨 자동권총,블루 베릴 아머,아픔을 감싸는 위엄,침식되는 이성,소망을 향한 움직임,마땅한 본분,고양된 분노의 목걸이,포인트 레이더 암릿,어댑터블 투톤 링,옵티컬 컴뱃 글래스,숨결을 삼킨 용옥,들이치는 희미한 탄식,천계 연합군 : 밝게 빛나는 희망
0,로느와라핌이,결전의 십자가 - 크루세이더(여),엔트 정령의 상의,주체할 수 없는 낡은 규칙,숲속의 마녀 하의,블루 베릴 부츠,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,엔트 정령의 심장,숲속의 마녀 귀걸이,흑룡 : 끝없는 암흑의 굴레
0,때때로샷건,근원을 삼킨 중검,어릴적 꿈꿔온 무대,화려한 청색의 음율,침식되는 이성,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,골드 윙 반지,꿈같은 환호성,두근거리는 열정,들이치는 희미한 탄식,진룡 : 무거운 철의 투지
0,노래할겡,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,hohohohohooo,결전의 선현궁 - 뮤즈,숲속의 마녀 상의,딥 다이버 에어팩,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,고양된 분노의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,엔트 정령의 심장,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,빛소크루,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,대충신검,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,진드나길,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파괴된 신념,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,평화를 위한 투쟁,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,육도윤회의술,근원을 삼킨 차크라 웨펀,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,화룡 : 타오르는 불의 분노
0,오소Ri-스마,결전의 봉 - 스위프트 마스터,리버시블 레더 코트,엔트 정령의 어깨,혼돈을 두른 장막,엑셀러레이터,가이드 라인 벨트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,월하의로제,결전의 리볼버 - 레인저(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,븝퍼는재난3,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,로보티카 컴뱃 팬츠,엑셀러레이터,쿨링 서포트 벨트,죄어오는 풍화된 악의,엔트 정령의 팔찌,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,좀놀아봤음,결전의 소검 - 카오스,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,자연에 녹아드는 이슬,주인의 각인,금룡 : 무한한 빛의 결계
0,여넨응구,결전의 너클 - 넨마스터(여),블루 베릴 아머,아픔을 감싸는 위엄,블루 베릴 하의,과거를 뒤로 한 전진,마땅한 본분,아토믹 코어 네클레스,생명이 담긴 가죽 토시,에너지 서치 링,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,천계 연합군 : 밝게 빛나는 희망
0,쌀먹성녀,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,뚝배기폭,근원을 삼킨 배틀액스,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,억류된 혼의 령주,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,교드랑이1,근원을 삼킨 머스켓,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,카린의형무소,결전의 십자가 - 크루세이더(여),천재 기술자의 전문 작업복 상의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,엑셀러레이터,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,정의의 기사 가면,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,맑은하품,결전의 도 - 소울브링어,탐험가의 노련한 코트,딥 다이버 에어팩,로보티카 컴뱃 팬츠,과거를 뒤로 한 전진,불변의 부유석 벨트,아토믹 코어 네클레스,흑화의 구속 팔찌,에너지 서치 링,엔트 정령의 성배,억류된 혼의 령주,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,민트초코혜지,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,엔트 정령의 하의,내딛는 용기,쿨링 서포트 벨트,딥 다이버 네클레스,흑화의 구속 팔찌,핏빛의 결정 반지,숲속의 마녀 바구니,블루 베릴 젬스톤,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,고수용용이,근원을 삼킨 도,숲속의 마녀 상의,아픔을 감싸는 위엄,라이트 어댑터 팬츠,일렉트릭 프루프 부츠,불변의 부유석 벨트,기품의 금빛 장신구,찬란한 금장 팔찌,이동하는 요새,엔트 정령의 성배,숲속의 마녀 정령석,눈물이 스민 보석,진룡 : 무거운 철의 투지
0,천계의타천사,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,엔트 정령의 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,언비튼 메달,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,뮤탈더니,근원을 삼킨 보우건,엔트 정령의 상의,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
