,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,무녀무너,근원을 삼킨 염주,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,July.cc,근원을 삼킨 빗자루,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,솔저 호너 네클리스,폭룡왕의 지배 - 무력,에너지 서치 링,죽음을 부르는 관,거짓 속의 거짓,황혼의 성단,금룡 : 무한한 빛의 결계
0,그렉슈터,근원을 삼킨 건틀릿,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,민속촌화백,근원을 삼킨 봉,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,리버에셋,,,,,,,,,,,,,
0,블루베리향,,,,,,,,,,,,,
0,태니VE,근원을 삼킨 광검,탐험가의 노련한 코트,유쾌함 속의 열망,로보티카 컴뱃 팬츠,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,근원을 삼킨 광검,천계 연합군 : 밝게 빛나는 희망
0,도소마돌려내,,,,,,,,,,,,,
0,검바보,,,,,,,,,,,,,
0,빨갛샤,결전의 창 - 블러드 메이지,컨퓨즈드 코어 슈트,끝을 바라보는 시선,언리밋 사이버네틱,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,데카 가이던스 디바이스,미니 배터리 팩,저주받은 굴레,진룡 : 무거운 철의 투지
0,십일조헌금함,,,,,,,,,,,,,
0,서리나비,,,,,,,,,,,,,
0,갸우뚱,,,,,,,,,,,,,
0,검들은물찐,,,,,,,,,,,,,
0,소오맣,,,,,,,,,,,,,
0,영혼을벤다,,,,,,,,,,,,,
0,수라악어,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,마음을 전달하는 소리,금룡 : 무한한 빛의 결계
0,내몸이확,근원을 삼킨 클로,블루 베릴 아머,오염된 빙석 견갑,압도하는 힘의 하갑,소망을 향한 움직임,파괴된 신념,아토믹 코어 네클레스,골렘의 핵 팔찌,엔트 정령의 반지,옵티컬 컴뱃 글래스,지상형 : 전술 차륜 드론,엔트 정령의 귀걸이,
0,방랑도객,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,약속을지켜요,,,,,,,,,,,,,
0,움직이지마요,,,,,,,,,,,,,
0,퐁찌두찌,,,,,,,,,,,,,
0,리에느세라플,광폭화된 전의의 소검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,미지의 황금비석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,하얀망토차차,,,,,,,,,,,,,
0,어썰딱,근원을 삼킨 자동권총,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,이온화조정 팔찌,골드 윙 반지,생명이 담긴 잔,언비튼 메달,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,이벨리스,결전의 리볼버 - 레인저(남),탐험가의 노련한 코트,맹렬한 위세,깨지지 않는 빛바랜 신념,소망을 향한 움직임,파괴된 신념,아토믹 코어 네클레스,흑화의 구속 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,저주받은 굴레,천계 연합군 : 밝게 빛나는 희망
0,과일나라㈜,,,,,,,,,,,,,
0,권홍석챔프,근원을 삼킨 권투글러브,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,마땅한 본분,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,지상형 : 전술 차륜 드론,폭풍을 삼킨 에너지,
0,STellAː,,,,,,,,,,,,,
0,cafe.Amy,근원을 삼킨 자동권총,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,아수라올시다,,,,,,,,,,,,,
0,조심해서자르,,,,,,,,,,,,,
0,"Jesus.,",결전의 십자가 - 크루세이더(남),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,채나라,,,,,,,,,,,,,
0,그만좀슬레,결전의 대검 - 데몬슬레이어,리버시블 레더 코트,끝을 바라보는 시선,깨지지 않는 빛바랜 신념,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,아크로매틱 룸버스,
0,강권마,,,,,,,,,,,,,
0,뮤탈러스크,,,,,,,,,,,,,
0,서출구,,,,,,,,,,,,,
0,타다닥,,,,,,,,,,,,,
0,똥경단,,,,,,,,,,,,,
0,우아동총주먹,근원을 삼킨 장도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,시식코너도둑,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,성장형 근원을 삼킨 광검,흑룡 : 끝없는 암흑의 굴레
0,까마귀응군,근원을 삼킨 리볼버,리버시블 레더 코트,끝을 바라보는 시선,옥화의 망령 대퇴갑,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,억류된 혼의 령주,들이치는 희미한 탄식,
0,眞:NEMESIS,,,,,,,,,,,,,
0,방구스틴,,,,,,,,,,,,,
0,파더노라리,근원을 삼킨 장도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,황혼의 성단,금룡 : 무한한 빛의 결계
0,ROLIX,근원을 삼킨 너클,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,뚜렷해지는 소멸된 사념,옵티컬 컴뱃 글래스,거짓 속의 거짓,황혼의 성단,금룡 : 무한한 빛의 결계
0,그로여귀,,,,,,,,,,,,,
0,kimk0011,결전의 리볼버 - 레인저(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,마망드나쨩,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,:알니카,,,,,,,,,,,,,
0,헥토홀릭,근원을 삼킨 권투글러브,하이테크 전술지휘 아머,하이테크 바디 프로텍트 숄더,하이테크 전술보조 각반,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,기품의 금빛 장신구,찬란한 금장 팔찌,이동하는 요새,옵티컬 컴뱃 글래스,피어오르는 광기,눈물이 스민 보석,
0,우즈키P,,,,,,,,,,,,,
0,부유한헤카테,,,,,,,,,,,,,
0,귀참을받아랏,결전의 도 - 소울브링어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,이온화조정 팔찌,골드 윙 반지,생명이 담긴 잔,자연에 녹아드는 이슬,황혼의 성단,금룡 : 무한한 빛의 결계
0,극딜해용,,,,,,,,,,,,,
0,조콰하트,,,,,,,,,,,,,
0,자수라2Type,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,서드 스페이드 - 데스,굴착 강화 파츠,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,
0,사탄도포기,결전의 빗자루 - 인챈트리스,리버시블 레더 코트,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,절대감각의 방위구,리플레이서,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,AriAshe,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,고삐풀린검귀,,,,,,,,,,,,,
0,뽀로롱_에반,,,,,,,,,,,,,
0,비정,근원을 삼킨 토템,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,솔저 호너 네클리스,무뎌지는 둔화된 변화,서드 스페이드 - 데스,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,레아.소마,,,,,,,,,,,,,
0,로세트,근원을 삼킨 봉,숲속의 마녀 상의,하이테크 바디 프로텍트 숄더,로보티카 컴뱃 팬츠,사이버틱 스피드 부츠,익스펜션 서플라이 벨트,기품의 금빛 장신구,찬란한 금장 팔찌,이동하는 요새,딥 다이버 오리발,피어오르는 광기,눈물이 스민 보석,천계 연합군 : 밝게 빛나는 희망
0,코코클라운,,,,,,,,,,,,,
0,븝닥클라스,,,,,,,,,,,,,
0,코카테,,,,,,,,,,,,,
0,러브레터,,,,,,,,,,,,,
0,락투,결전의 빗자루 - 인챈트리스,고귀한 신의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,익스펜션 서플라이 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,서드 스페이드 - 데스,내면의 얼굴,언비튼 메달,시각의 관점,
0,BBIITT,,,,,,,,,,,,,
0,바보맘보,결전의 빗자루 - 인챈트리스,고귀한 신의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,행운어선,,,,,,,,,,,,,
0,푸른서표,,,,,,,,,,,,,
0,칼잡이류마,근원을 삼킨 도,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,신넨님,,,,,,,,,,,,,
0,점사팍팍,,,,,,,,,,,,,
0,격가이져,,,,,,,,,,,,,
0,개방형밤문화,근원을 삼킨 장도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,하또하,,,,,,,,,,,,,
0,COLDF,,,,,,,,,,,,,
0,동글왕,근원을 삼킨 중검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,보린재,,,,,,,,,,,,,
0,헤롱쿨쿨남법,,,,,,,,,,,,,
0,항염증소염제,,,,,,,,,,,,,
0,멜로딕메탈,,,,,,,,,,,,,
0,라핌기부,,,,,,,,,,,,,
0,[븜],,,,,,,,,,,,,
0,식제,,,,,,,,,,,,,
0,진짜칼,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,감자과자어썰,근원을 삼킨 자동권총,리버시블 레더 코트,아픔을 감싸는 위엄,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,단향소마,,,,,,,,,,,,,
0,★독왕,,,,,,,,,,,,,
0,거기와드,,,,,,,,,,,,,
0,쿠리아,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,천계 연합군 : 밝게 빛나는 희망
0,퇴라는나물,,,,,,,,,,,,,
0,소울리몰,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,솔저 호너 네클리스,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,ATSO,,,,,,,,,,,,,
0,천도엽,근원을 삼킨 광검,엔트 정령의 상의,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,크쿠루세Ol더,근원을 삼킨 십자가,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,솔저 호너 네클리스,무뎌지는 둔화된 변화,서드 스페이드 - 데스,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,악마쫑민,,,,,,,,,,,,,
0,아수라수라32,,,,,,,,,,,,,
0,한희*,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,멀바스핏첨봐,,,,,,,,,,,,,
0,초시공미미,,,,,,,,,,,,,
0,프리스트1004,,,,,,,,,,,,,
0,우드스틱,,,,,,,,,,,,,
0,T프로톨,,,,,,,,,,,,,
0,폭행죄변호사,근원을 삼킨 토템,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,인력의 법칙,
0,초보†버퍼,,,,,,,,,,,,,
0,기간틱이쑥쑥,,,,,,,,,,,,,
0,모르쥬,,,,,,,,,,,,,
0,고운말_44164,,,,,,,,,,,,,
0,대물훈탑,,,,,,,,,,,,,
0,수라무늬,,,,,,,,,,,,,
0,진수성챤,근원을 삼킨 통파,리버시블 레더 코트,매니퓰레이션,악몽을 이겨낸 승전보,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,팥,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,미지의 황금비석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,[weecle],결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,블루 베릴 퍼퓸,자연에 녹아드는 이슬,시각의 관점,
0,닥눈삼,,,,,,,,,,,,,
0,매화수경,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,근원을 삼킨 광검,흑룡 : 끝없는 암흑의 굴레
0,국산가습기,결전의 보우건 - 스핏파이어(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,부캐아수라22,,,,,,,,,,,,,
0,메이식스,,,,,,,,,,,,,
0,베크나,근원을 삼킨 완드,하이테크 전술지휘 아머,아픔을 감싸는 위엄,깨지지 않는 빛바랜 신념,과거를 뒤로 한 전진,마땅한 본분,아토믹 코어 네클레스,흑화의 구속 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,천계 연합군 : 밝게 빛나는 희망
0,꼬홀인데요,,,,,,,,,,,,,
0,넨의푸,,,,,,,,,,,,,
0,특수전사령부,,,,,,,,,,,,,
0,딜러아님`ㅅ`,,,,,,,,,,,,,
0,영광의축복1,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,퍼스트 스페이드 - 노블레스,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,텐코쿠우겐,,,,,,,,,,,,,
0,ID팽분수,,,,,,,,,,,,,
0,웅븝,,,,,,,,,,,,,
0,o비슷,,,,,,,,,,,,,
0,순초,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,깨지지 않는 빛바랜 신념,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,이동하는 요새,파괴된 생명,평화를 위한 투쟁,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,muse:blindly,,,,,,,,,,,,,
0,꽁냥~☆,결전의 빗자루 - 인챈트리스,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,구속된 자유,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,하늘성런처여,,,,,,,,,,,,,
0,지존로제,,,,,,,,,,,,,
0,라이키리-,,,,,,,,,,,,,
0,뮤즈라,결전의 선현궁 - 뮤즈,고귀한 신의,엔트 정령의 어깨,평화를 수호하는 윙 레깅스,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,엔트 정령의 팔찌,뚜렷해지는 소멸된 사념,생명이 담긴 잔,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,아쿠야스,,,,,,,,,,,,,
0,엥띵모,근원을 삼킨 도,탐험가의 노련한 코트,아픔을 감싸는 위엄,로보티카 컴뱃 팬츠,과거를 뒤로 한 전진,마땅한 본분,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,인력의 법칙,천계 연합군 : 밝게 빛나는 희망
0,프로스트레인,근원을 삼킨 로드,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,닝냉뇽,,,,,,,,,,,,,
0,염주굴러가욧,,,,,,,,,,,,,
0,惡.인다라,,,,,,,,,,,,,
0,영창셔스티폴,,,,,,,,,,,,,
0,뽀뽀뽀,,,,,,,,,,,,,
0,황족케릭,,,,,,,,,,,,,
0,토바꼬검제,,,,,,,,,,,,,
0,眞::타나토스,,,,,,,,,,,,,
0,패앨로패,,,,,,,,,,,,,
0,태뀨선인,근원을 삼킨 염주,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,인비태,,,,,,,,,,,,,
0,허브『암제』,,,,,,,,,,,,,
0,온더네협곡인,,,,,,,,,,,,,
0,김검성llㅣ,결전의 광검 - 웨펀마스터,탐험가의 노련한 코트,끝을 바라보는 시선,라이트 어댑터 팬츠,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,블루 베릴 네클레스,흑화의 구속 팔찌,어댑터블 투톤 링,파괴된 생명,미니 배터리 팩,타락한 영혼,흑룡 : 끝없는 암흑의 굴레
0,그림채,,,,,,,,,,,,,
0,新綠の頃に雨,,,,,,,,,,,,,
0,*쯔앙*,,,,,,,,,,,,,
0,부유한인생,,,,,,,,,,,,,
0,케이가싸개,,,,,,,,,,,,,
0,퍼리메스케모,결전의 대검 - 데몬슬레이어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,백녀우,근원을 삼킨 완드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,가이드 라인 벨트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,:김보리,,,,,,,,,,,,,
0,잔소리검신,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,우유빛깔로제,,,,,,,,,,,,,
0,망할슈빌,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,딥 다이버 오리발,승리가 약속된 시간,숲속의 마녀 귀걸이,흑룡 : 끝없는 암흑의 굴레
0,장도단,,,,,,,,,,,,,
0,트둥다현트둥,,,,,,,,,,,,,
0,서걍,근원을 삼킨 권투글러브,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,용살자의 증표 - 용심 가공석,들이치는 희미한 탄식,
0,플레이팅,,,,,,,,,,,,,
0,수라중독,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,죽음을 부르는 관,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,김원빈,,,,,,,,,,,,,
0,우탈리스크,,,,,,,,,,,,,
0,네리마키,,,,,,,,,,,,,
0,검귀FXzz,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,농심무파ㅁr,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,나예쁘지?,,,,,,,,,,,,,
0,븝사람,,,,,,,,,,,,,
0,천령프라임,,,,,,,,,,,,,
0,라꾸우웅,근원을 삼킨 도,엔트 정령의 상의,딥 다이버 에어팩,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아득한 각인,흑룡 : 끝없는 암흑의 굴레
0,시너지점핑,,,,,,,,,,,,,
0,장난질이냐,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,수호룡의 비호 - 자비,어댑터블 투톤 링,용살자의 증표 - 용골 뿔피리,용살자의 증표 - 용심 가공석,아크로매틱 룸버스,
0,내소울임,,,,,,,,,,,,,
0,사령술死,,,,,,,,,,,,,
0,라면인건가,,,,,,,,,,,,,
0,연분홍산호,,,,,,,,,,,,,
0,셸라,,,,,,,,,,,,,
0,슥쟝,,,,,,,,,,,,,
0,[Rose]quiz,근원을 삼킨 핸드캐넌,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,메로메로BF,,,,,,,,,,,,,
